place-IV,lng-IV,lat-IV,lng-OSM,lat-OSM,uuid,uri,place,county,"distance (km)","longitude negated"
Westhorp,1.05,52.36,0.9929034,52.2820199,IV1680-378-50,http://www.openstreetmap.org/node/288254194,Westhorpe,Suffolk,2.64,,94.12
Westleton,1.63,52.41,1.5753945,52.2649819,IV1680-378-54,http://www.openstreetmap.org/node/54079925,Westleton,Suffolk,3.95,,100
Westley,0.68,52.3,0.6691596,52.2487243,IV1680-378-59,http://www.openstreetmap.org/node/289107895,Westley,Suffolk,2.13,,100
Westlow,-3.33,50.86,-3.2189477,50.7956043,IV1680-378-60,http://www.openstreetmap.org/node/1151399371,Weston,Devon,4.04,,76.92
West-mill,0.06,51.93,-0.011441,51.9263479,IV1680-379-02,http://www.openstreetmap.org/node/29264159,Westmill,Hertfordshire,3.68,,94.12
WESTMINSTER,-0.03,51.53,-0.1265398,51.5004439,IV1680-379-03,http://www.openstreetmap.org/node/7646215719,Westminster,Middlesex,0.99,,100
Westning,-0.43,52.01,-0.4977712,51.9822365,IV1680-379-06,http://www.openstreetmap.org/node/27302080,Westoning,Bedfordshire,0.89,,94.12
Weston,-1.28,51.48,-1.4265692,51.461688,IV1680-379-07,http://www.openstreetmap.org/node/263018334,Weston,Berkshire,7.05,,100
Weston,-2.35,53.13,-2.4040487,53.0667169,IV1680-379-09,http://www.openstreetmap.org/node/290840526,Weston,Cheshire,2.31,,100
Weston,-0.16,51.96,-0.1678811,51.9566473,IV1680-379-12,http://www.openstreetmap.org/node/28973161,Weston,Hertfordshire,0.05,,100
Weston,-2.88,52.2,-2.9298833,52.2010907,IV1680-379-13,http://www.openstreetmap.org/node/616917882,Weston,Herefordshire,1.3,,100
Weston,0,52.88,-0.0865961,52.8056758,IV1680-379-14,http://www.openstreetmap.org/node/330112999,Weston,Lincolnshire,3.3,,100
Weston,-1.05,52.15,-1.138666,52.117953,IV1680-379-17,http://www.openstreetmap.org/node/31843521,Weston,Northamptonshire,0.31,,100
Weston,-0.71,53.26,-0.8402651,53.2023595,IV1680-379-18,http://www.openstreetmap.org/node/330620769,Weston,Nottinghamshire,0.87,,100
Weston,-2.98,52.36,-2.9864105,52.3542457,IV1680-379-23,http://www.openstreetmap.org/node/2081247490,Weston,Shropshire,2.57,,100
Weston,-2.43,51.45,-2.382894,51.3919091,IV1680-379-24,http://www.openstreetmap.org/node/1887948551,"Weston Park",Somerset,3.46,,70.59
Westor,-3.01,51.13,-2.9469434,51.0753139,IV1680-379-27,http://www.openstreetmap.org/node/1410770258,"West Yeo",Somerset,4.77,,71.43
Weston,-0.85,51.03,-0.9615907,50.9911337,IV1680-379-30,http://www.openstreetmap.org/node/7235484426,Weston,Hampshire,1.97,,100
Weston,-1.33,50.95,-1.3361909,50.9269807,IV1680-379-32,http://www.openstreetmap.org/node/582133,"West End",Hampshire,1.36,,71.43
Weston,1.58,52.6,1.5729498,52.429315,IV1680-379-35,http://www.openstreetmap.org/node/3464331362,Weston,Suffolk,1.99,,100
Weston,-1.45,53.98,-1.7295428,53.9193011,IV1680-379-39,http://www.openstreetmap.org/node/1891225339,Weston,"Yorkshire West Riding",4.28,,100
"Weston Birt",-2.21,51.63,-2.2058112,51.6040891,IV1680-379-42,http://www.openstreetmap.org/node/21480176,Westonbirt,Gloucestershire,1.38,,95.24
WESTRAM,0.05,51.28,0.0706133,51.2671155,IV1680-380-13,http://www.openstreetmap.org/node/12631660,Westerham,Kent,0.94,,87.5
Westwell,0.8,51.18,0.8473044,51.1921524,IV1680-380-17,http://www.openstreetmap.org/node/27299932,Westwell,Kent,1.39,,100
Westwell,-1.61,51.8,-1.6768805,51.7882828,IV1680-380-18,http://www.openstreetmap.org/node/255292673,Westwell,Oxfordshire,6.15,,100
Westwick,-1.53,54.58,-1.889654,54.535138,IV1680-380-20,http://www.openstreetmap.org/node/293192823,Westwick,Durham,1.56,,100
Westwick,1.33,52.88,1.3713684,52.7919727,IV1680-380-22,http://www.openstreetmap.org/node/2754093743,Westwick,Norfolk,2.86,,100
Wetenhall,-2.46,53.23,-2.5651652,53.1474772,IV1680-380-31,http://www.openstreetmap.org/node/31602250,Wettenhall,Cheshire,2.51,,94.74
Wetherall,-2.38,55,-2.835022,54.8819954,IV1680-380-33,http://www.openstreetmap.org/node/20967172,Wetheral,Cumberland,1.25,,94.12
WETHERBY,-1.11,53.96,-1.3866664,53.928397,IV1680-380-34,http://www.openstreetmap.org/node/26261700,Wetherby,"Yorkshire West Riding",0.35,,100
Wetherden,0.95,52.28,0.9381511,52.2272212,IV1680-380-35,http://www.openstreetmap.org/node/288270941,Wetherden,Suffolk,1.24,,100
Wetheringset,1.15,52.35,1.1168538,52.2581096,IV1680-380-36,http://www.openstreetmap.org/node/288272236,Wetheringsett,Suffolk,1.05,,96
Wetherley,-1.45,52.65,-1.5202919,52.5703359,IV1680-380-37,http://www.openstreetmap.org/node/29625212,Witherley,Leicestershire,0.63,,88.89
Wethersfield,0.46,52,0.4903643,51.9528836,IV1680-380-39,http://www.openstreetmap.org/node/308101148,Wethersfield,Essex,0.62,,100
Wettleton,-2.8,52.45,-2.8232487,52.4367717,IV1680-380-44,http://www.openstreetmap.org/node/1714294523,Whettleton,Shropshire,1.07,,94.74
Wetton,-1.73,53.15,-1.8389041,53.095812,IV1680-380-45,http://www.openstreetmap.org/node/29346368,Wetton,Staffordshire,0.22,,100
Wetwang,-0.33,54.1,-0.5780482,54.0193324,IV1680-380-46,http://www.openstreetmap.org/node/86001739,Wetwang,"Yorkshire East Riding",2.74,,100
Weverham,-2.41,53.36,-2.5774807,53.2624649,IV1680-380-47,http://www.openstreetmap.org/node/30020113,Weaverham,Cheshire,0.94,,94.12
Weverthorp,-0.26,54.18,-0.5211269,54.1230519,IV1680-380-48,http://www.openstreetmap.org/node/55441890,Weaverthorpe,"Yorkshire East Riding",3.24,,90.91
Wexcomb,-1.55,51.36,-1.6095743,51.3307847,IV1680-380-50,http://www.openstreetmap.org/node/2420644321,Wexcombe,Wiltshire,2.01,,93.33
WEYMOUTH,-2.56,50.66,-2.4543424,50.6096257,IV1680-380-52,http://www.openstreetmap.org/node/1594024414,Weymouth,Dorset,3.63,,100
Whaddon,-0.75,52.03,-0.8253504,51.9993517,IV1680-380-54,http://www.openstreetmap.org/node/29358651,Whaddon,Buckinghamshire,0.49,,100
Whaddon,-0.06,52.1,-0.030606,52.1002329,IV1680-380-55,http://www.openstreetmap.org/node/34956468,Whaddon,Cambridgeshire,0.57,,100
Whaddon,-1.61,51.08,-1.7292592,51.0406995,IV1680-380-57,http://www.openstreetmap.org/node/1579438283,Whaddon,Wiltshire,5.89,,100
Whaddon,-2.23,51.38,-2.1753054,51.3516952,IV1680-380-58,http://www.openstreetmap.org/node/2391563199,Whaddon,Wiltshire,1.36,,100
Whalay,-1.06,53.28,-1.2306926,53.239132,IV1680-380-60,http://www.openstreetmap.org/node/723205931,Whaley,Derbyshire,0.65,,83.33
Whalton,-1.28,55.18,-1.7965951,55.1273416,IV1680-381-03,http://www.openstreetmap.org/node/310931974,Whalton,Northumberland,3.58,,100
Whaplade,0.08,52.86,-0.0360638,52.7994628,IV1680-381-05,http://www.openstreetmap.org/node/29805440,Whaplode,Lincolnshire,0.18,,87.5
Wharfe,-1.95,54.2,-2.333019,54.1221961,IV1680-381-08,http://www.openstreetmap.org/node/501748054,Wharfe,"Yorkshire West Riding",5.59,,100
Wharlton,-1.51,54.56,-1.8379486,54.5285951,IV1680-381-10,http://www.openstreetmap.org/node/440101906,Whorlton,Durham,1.78,,87.5
Wharlton,-0.93,54.45,-1.253206,54.4142857,IV1680-381-11,http://www.openstreetmap.org/node/54903913,Whorlton,"Yorkshire North Riding",0.35,,87.5
Whatcot,-1.43,52.15,-1.5635724,52.0986963,IV1680-381-21,http://www.openstreetmap.org/node/1611870987,Whatcote,Warwickshire,2.41,,93.33
Whatcroft,-2.31,53.33,-2.4780027,53.2254158,IV1680-381-22,http://www.openstreetmap.org/node/247883473,Whatcroft,Cheshire,0.58,,100
Whateley,-1.01,51.75,-1.1373974,51.7472215,IV1680-381-23,http://www.openstreetmap.org/node/17946953,Wheatley,Oxfordshire,0.67,,87.5
Whatfield,0.91,52.16,0.9554705,52.0794106,IV1680-381-24,http://www.openstreetmap.org/node/287980197,Whatfield,Suffolk,1.26,,100
Whatley,-2.46,51.26,-2.3821253,51.2262008,IV1680-381-25,http://www.openstreetmap.org/node/1124760871,Whatley,Somerset,1.63,,100
Whatley,-1.6,52.63,-1.6639564,52.5900917,IV1680-381-26,http://www.openstreetmap.org/node/3285688562,Whateley,Warwickshire,1.89,,93.33
Wheatcroft,-1.35,53.18,-1.4780824,53.1117649,IV1680-381-29,http://www.openstreetmap.org/node/365113019,Wheatcroft,Derbyshire,1.29,,100
Wheathamstead,-0.26,51.85,-0.291035,51.8122786,IV1680-381-32,http://www.openstreetmap.org/node/23752230,Wheathampstead,Hertfordshire,0.86,,96.3
Wheatley,-2.36,53.96,-2.4059596,53.8215412,IV1680-381-34,http://www.openstreetmap.org/node/29050980,Whalley,Lancashire,5.01,,80
Wheatley,-0.8,51.2,-0.878174,51.155148,IV1680-381-35,http://www.openstreetmap.org/node/2921203161,Wheatley,Hampshire,1.82,,100
Wheatley,-0.88,53.6,-1.0991673,53.5371046,IV1680-381-36,http://www.openstreetmap.org/node/369583664,"Wheatley Hills","Yorkshire West Riding",1.9,,72.73
Wheelock,-2.3,53.21,-2.3745827,53.1298398,IV1680-381-41,http://www.openstreetmap.org/node/30621884,Wheelock,Cheshire,1.45,,100
Wheelton,-2.41,53.76,-2.6067585,53.6854791,IV1680-381-43,http://www.openstreetmap.org/node/29065136,Wheelton,Lancashire,6.59,,100
Wheldrake,-0.73,53.96,-0.9655577,53.8970413,IV1680-381-45,http://www.openstreetmap.org/node/88939933,Wheldrake,"Yorkshire East Riding",1.78,,100
Wheler-street,-0.56,51.2,-0.6489804,51.1574782,IV1680-381-47,http://www.openstreetmap.org/node/253852073,Wheelerstreet,Surrey,0.86,,92.31
Whenby,-0.8,54.16,-1.0386479,54.1215082,IV1680-381-54,http://www.openstreetmap.org/node/245491609,Whenby,"Yorkshire North Riding",1.94,,100
Whepsted,0.66,52.25,0.6759056,52.1933971,IV1680-381-55,http://www.openstreetmap.org/node/288275618,Whepstead,Suffolk,5.45,,94.12
Whersted,1.15,52.11,1.14246,52.0222998,IV1680-381-56,http://www.openstreetmap.org/node/748772000,Wherstead,Suffolk,1.96,,94.12
Wherwell,-1.38,51.2,-1.4442301,51.1667774,IV1680-381-57,http://www.openstreetmap.org/node/33425923,Wherwell,Hampshire,0.45,,100
Wheston,-1.65,53.36,-1.8000692,53.2833419,IV1680-381-59,http://www.openstreetmap.org/node/29417776,Wheston,Derbyshire,1.59,,100
Wheston,-1.05,52.65,-1.1775049,52.5691921,IV1680-381-60,http://www.openstreetmap.org/node/26852572,Whetstone,Leicestershire,2.6,,87.5
Whetston,-0.08,51.66,-0.1748844,51.6301762,IV1680-382-07,http://www.openstreetmap.org/node/196021,Whetstone,Middlesex,1.09,,94.12
Wheyle,-2.6,52.26,-2.6474016,52.2446559,IV1680-382-11,http://www.openstreetmap.org/node/4377162263,Whyle,Herefordshire,0.75,,90.91
Whilton,-1,52.33,-1.0691702,52.2770079,IV1680-382-22,http://www.openstreetmap.org/node/412383768,Whilton,Northamptonshire,3.36,,100
Whimple,-3.45,50.81,-3.3572223,50.7662822,IV1680-382-23,http://www.openstreetmap.org/node/1785277298,Whimple,Devon,3.49,,100
Whippingham,-1.26,50.73,-1.2703607,50.740502,IV1680-382-29,http://www.openstreetmap.org/node/3730920062,Whippingham,Hampshire,2.15,,100
Whipton,-3.55,50.71,-3.49093,50.732901,IV1680-382-30,http://www.openstreetmap.org/node/37720958,Whipton,Devon,6.74,,100
Wlipshade,-0.46,51.88,-0.5340443,51.8503227,IV1680-382-31,http://www.openstreetmap.org/node/241928144,Whipsnade,Bedfordshire,1.75,,77.78
Whisley,-0.73,51.46,-0.965089,51.4362959,IV1680-382-32,http://www.openstreetmap.org/node/20930888,Whitley,Berkshire,7.53,,85.71
Whiston,-2.61,53.48,-2.7905803,53.4169156,IV1680-382-33,http://www.openstreetmap.org/node/30578562,Whiston,Lancashire,0.58,,100
Whiston,-0.71,52.26,-0.7570284,52.237275,IV1680-382-34,http://www.openstreetmap.org/node/2083704620,Whiston,Northamptonshire,1.49,,100
Whiston,-1.88,53.11,-1.9436169,53.0220682,IV1680-382-36,http://www.openstreetmap.org/node/304977507,Whiston,Staffordshire,2.68,,100
Whiston,-1.13,53.45,-1.3268233,53.4064266,IV1680-382-37,http://www.openstreetmap.org/node/29621189,Whiston,"Yorkshire West Riding",1.56,,100
Whisty,-0.41,53.25,-0.6488819,53.19562,IV1680-382-38,http://www.openstreetmap.org/node/2789338929,Whisby,Lincolnshire,2.9,,83.33
Whitborn,-2.33,52.23,-2.4070994,52.2098594,IV1680-382-40,http://www.openstreetmap.org/node/288463710,Whitbourne,Herefordshire,2.78,,88.89
Whitby,-2.75,53.38,-2.9049797,53.2735224,IV1680-382-44,http://www.openstreetmap.org/node/21654941,Whitby,Cheshire,1.86,,100
Whitchford,-1.5,52.01,-1.5435578,52.0092829,IV1680-382-47,http://www.openstreetmap.org/node/1519529109,Whichford,Warwickshire,5.76,,94.74
Whitchurch,-0.75,51.9,-0.8354127,51.8797208,IV1680-382-48,http://www.openstreetmap.org/node/114978808,Whitchurch,Buckinghamshire,0.8,,100
Whitchurch,-4.28,50.61,-4.1289144,50.5332204,IV1680-382-50,http://www.openstreetmap.org/node/303555721,Whitchurch,Devon,2.95,,100
Whitchurch,-2.55,51.86,-2.65605,51.8544561,IV1680-382-56,http://www.openstreetmap.org/node/490265554,Whitchurch,Herefordshire,0.25,,100
Whitchurch,-5.08,52.01,-5.200052,51.8842734,IV1680-382-59,http://www.openstreetmap.org/node/259367891,Whitchurch,Pembrokeshire,1.84,,100
Whitchurch,-4.55,52.1,-4.6939834,51.9950506,IV1680-382-60,http://www.openstreetmap.org/node/29229146,Whitechurch,Pembrokeshire,3.53,,95.24
WHITCHUICH,-2.65,53.03,-2.6852137,52.9704092,IV1680-383-01,http://www.openstreetmap.org/node/24466233,Whitchurch,Shropshire,0.28,,90
Whitchurch,-2.65,51.43,-2.5615782,51.4053998,IV1680-383-02,http://www.openstreetmap.org/node/29674271,Whitchurch,Somerset,0.21,,100
WHITCHURCH,-1.23,51.28,-1.3384328,51.2298963,IV1680-383-04,http://www.openstreetmap.org/node/348006136,Whitchurch,Hampshire,0.46,,100
Whitegate,-2.43,53.31,-2.5562959,53.2200825,IV1680-383-19,http://www.openstreetmap.org/node/31456924,Whitegate,Cheshire,0.59,,100
White-parish,-1.58,51.06,-1.6510258,51.0114056,IV1680-383-31,http://www.openstreetmap.org/node/293651542,Whiteparish,Wiltshire,3.05,,95.65
Whitfield,-1.76,53.46,-1.9522329,53.4389979,IV1680-383-33,http://www.openstreetmap.org/node/908256285,Whitfield,Derbyshire,6.23,,100
Whitfield,1.26,51.16,1.2888211,51.1594963,IV1680-383-35,http://www.openstreetmap.org/node/27414035,Whitfield,Kent,5.32,,100
Whitfield,-1.03,52.1,-1.1118257,52.0498232,IV1680-383-37,http://www.openstreetmap.org/node/5557264744,Whitfield,Northamptonshire,2.07,,100
Whitfield,-0.91,51.7,-1.0050192,51.6865946,IV1680-383-39,http://www.openstreetmap.org/node/331565020,Wheatfield,Oxfordshire,1.97,,84.21
Wlitford,-3.13,53.4,-3.283627,53.2938308,IV1680-383-45,http://www.openstreetmap.org/node/27459582,Whitford,Flintshire,3.64,,87.5
Whitgift,-0.55,53.78,-0.770056,53.694788,IV1680-383-47,http://www.openstreetmap.org/node/59841734,Whitgift,"Yorkshire West Riding",2.57,,100
Whitlackinton,-2.96,50.98,-2.8846032,50.935792,IV1680-383-50,http://www.openstreetmap.org/node/668008395,Whitelackington,Somerset,0.93,,92.86
Whitland,-4.46,51.95,-4.6145305,51.8192789,IV1680-383-51,http://www.openstreetmap.org/node/73075179,Whitland,Carmarthenshire,2.64,,100
Whitlebury,-0.93,52.13,-0.9912648,52.088948,IV1680-383-54,http://www.openstreetmap.org/node/10800407,Whittlebury,Northamptonshire,0.99,,95.24
Whitley,-0.61,51.16,-0.647082,51.1494543,IV1680-384-03,http://www.openstreetmap.org/node/253851607,Witley,Surrey,3.37,,92.31
Whitley,-1.36,52.5,-1.4821983,52.3893348,IV1680-384-04,http://www.openstreetmap.org/node/30984875,Whitley,Warwickshire,3.72,,100
Whitley,-2.18,51.4,-2.1673972,51.3952682,IV1680-384-05,http://www.openstreetmap.org/node/444473835,Whitley,Wiltshire,3.19,,100
Whitley,-1.5,53.71,-1.6664614,53.6565206,IV1680-384-06,http://www.openstreetmap.org/node/368713142,"Whitley Lower","Yorkshire West Riding",2.03,,70
Whitley,-0.88,53.75,-1.1544092,53.6897327,IV1680-384-07,http://www.openstreetmap.org/node/29797658,Whitley,"Yorkshire West Riding",1.73,,100
Whitmarsh,-1.35,52.33,-1.5257365,52.2660705,IV1680-384-10,http://www.openstreetmap.org/node/94270268,Whitnash,Warwickshire,0.83,,82.35
Whitmister,-2.26,51.78,-2.3261944,51.7716766,IV1680-384-11,http://www.openstreetmap.org/node/25377743,Whitminster,Gloucestershire,3.03,,95.24
Whitnage,-3.43,50.95,-3.3851314,50.9324584,IV1680-384-13,http://www.openstreetmap.org/node/54847617,Whitnage,Devon,3.73,,100
Whitridg,-2.83,55.01,-3.2099413,54.9093047,IV1680-384-18,http://www.openstreetmap.org/node/29277941,Whitrigg,Cumberland,3.43,,87.5
Whitsbury,-1.8,50.98,-1.818682,50.9703216,IV1680-384-19,http://www.openstreetmap.org/node/20997995,Whitsbury,Hampshire,2.7,,100
Whitstable,1.03,51.36,1.0240626,51.3606286,IV1680-384-21,http://www.openstreetmap.org/node/21318877,Whitstable,Kent,1.78,,100
Whitstanton,-3.15,50.93,-3.022492,50.8894655,IV1680-384-22,http://www.openstreetmap.org/node/3296272071,Whitestaunton,Somerset,2.52,,91.67
Whitston,-3.71,50.78,-3.6073652,50.7301356,IV1680-384-23,http://www.openstreetmap.org/node/523883235,Whitestone,Devon,4.1,,88.89
Whitston,-2.93,51.61,-2.8972303,51.5484689,IV1680-384-24,http://www.openstreetmap.org/node/391006961,Whitson,Monmouthshire,2.05,,93.33
Whitstone,-4.56,50.91,-4.4637319,50.7618158,IV1680-384-25,http://www.openstreetmap.org/node/454130111,Whitstone,Cornwall,3.82,,100
Whittendich,-1.61,51.46,-1.584167,51.4499702,IV1680-384-28,http://www.openstreetmap.org/node/339862665,Whittonditch,Wiltshire,5.66,,86.96
Whittingham,-2.43,53.93,-2.6549459,53.8240485,IV1680-384-32,http://www.openstreetmap.org/node/29050499,Whittingham,Lancashire,4.94,,100
Whittington,-1.26,53.31,-1.4225846,53.269405,IV1680-384-36,http://www.openstreetmap.org/node/282665698,"Old Whittington",Derbyshire,0.56,,84.62
Whittington,-1.86,51.88,-1.9800859,51.8873426,IV1680-384-37,http://www.openstreetmap.org/node/251829094,Whittington,Gloucestershire,2.15,,100
Whittington,-2.33,54.26,-2.6117152,54.1788509,IV1680-384-38,http://www.openstreetmap.org/node/31361062,Whittington,Lancashire,1.38,,100
Whittington,-2.95,52.95,-3.0022578,52.8754011,IV1680-384-40,http://www.openstreetmap.org/node/29762268,Whittington,Shropshire,0.98,,100
Whittington,-1.73,52.71,-1.7611501,52.6741084,IV1680-384-41,http://www.openstreetmap.org/node/29527223,Whittington,Staffordshire,2.06,,100
Whittington,-1.51,52.65,-1.5608063,52.5896227,IV1680-384-42,http://www.openstreetmap.org/node/2685215353,Whittington,Warwickshire,1.93,,100
Whittington,-2.03,52.18,-2.1840377,52.1728069,IV1680-384-43,http://www.openstreetmap.org/node/1479007543,Whittington,Worcestershire,3.74,,100
Whittinslaw,-2.83,52.51,-2.8378547,52.4960168,IV1680-384-45,http://www.openstreetmap.org/node/1468085633,Whittingslow,Shropshire,1.57,,86.96
Whitton,-1.06,54.63,-1.410087,54.5985945,IV1680-384-49,http://www.openstreetmap.org/node/433898360,Whitton,Durham,0.94,,100
Whitton,-0.41,53.78,-0.6344763,53.7089154,IV1680-384-50,http://www.openstreetmap.org/node/243382897,Whitton,Lincolnshire,3.86,,100
Whitton,-0.28,51.48,-0.3579759,51.4511693,IV1680-384-51,http://www.openstreetmap.org/node/59193109,Whitton,Middlesex,1.46,,100
Whitton,-3.05,52.31,-3.0689729,52.2985722,IV1680-384-53,http://www.openstreetmap.org/node/29274754,Whitton,Radnorshire,2.11,,100
Whitton,1.18,52.16,1.1376209,52.0840198,IV1680-384-55,http://www.openstreetmap.org/node/146552244,Whitton,Suffolk,1.11,,100
Whitwell,-1.05,53.33,-1.2101928,53.284984,IV1680-384-57,http://www.openstreetmap.org/node/27330624,Whitwell,Derbyshire,0.33,,100
Whitwell,-2.68,53.03,-2.7505864,52.9649722,IV1680-384-59,http://www.openstreetmap.org/node/694562883,Whitewell,Flintshire,2.09,,94.12
Whitwell,1.11,52.83,1.0972548,52.7478241,IV1680-384-60,http://www.openstreetmap.org/node/2252427240,Whitwell,Norfolk,1.78,,100
Whitwell,-2.28,54.7,-2.6565708,54.6532587,IV1680-385-02,http://www.openstreetmap.org/node/2384149250,Whinfell,Westmorland,7.31,,75
Whitwell,-1.3,50.58,-1.2631696,50.5991597,IV1680-385-03,http://www.openstreetmap.org/node/9213609,Whitwell,Hampshire,6.97,,100
Whitwell,-1.31,54.45,-1.5657456,54.3878013,IV1680-385-05,http://www.openstreetmap.org/node/3936947963,Whitwell,"Yorkshire North Riding",2.73,,100
Whitwood,-1.16,53.78,-1.3807725,53.7146903,IV1680-385-07,http://www.openstreetmap.org/node/346864433,Whitwood,"Yorkshire West Riding",3.51,,100
Whixal,-2.68,52.96,-2.7259453,52.9064341,IV1680-385-09,http://www.openstreetmap.org/node/335592856,Whixall,Shropshire,0.41,,92.31
Whixley,-1.03,54.06,-1.3230634,54.015348,IV1680-385-10,http://www.openstreetmap.org/node/245482230,Whixley,"Yorkshire West Riding",4.47,,100
Wibsey,-1.55,53.85,-1.7740904,53.7689615,IV1680-385-17,http://www.openstreetmap.org/node/51670095,Wibsey,"Yorkshire West Riding",3.13,,100
Wibtoft,-1.23,52.6,-1.2973189,52.4846478,IV1680-385-18,http://www.openstreetmap.org/node/31954938,Wibtoft,Warwickshire,4.21,,100
Wibunbury,-2.36,53.08,-2.4500899,53.0450848,IV1680-385-19,http://www.openstreetmap.org/node/30014278,Wybunbury,Cheshire,3.85,,88.89
Wicham,0.13,52.38,0.15163,52.3993843,IV1680-385-22,http://www.openstreetmap.org/node/271097454,Witcham,Cambridgeshire,0.58,,92.31
Wichampton,-2,50.91,-2.0168718,50.8579978,IV1680-385-23,http://www.openstreetmap.org/node/1009546713,Witchampton,Dorset,0.87,,95.24
Wichenford,-2.2,52.23,-2.3107304,52.2441918,IV1680-385-25,http://www.openstreetmap.org/node/271446985,Wichenford,Worcestershire,4.23,,100
Wichford,0.16,52.36,0.204553,52.3861804,IV1680-385-26,http://www.openstreetmap.org/node/29125075,Witchford,Cambridgeshire,2.96,,94.12
Wichling,0.68,51.26,0.7529211,51.2730563,IV1680-385-27,http://www.openstreetmap.org/node/255583488,Wichling,Kent,2.18,,100
Wick,-1.9,52.08,-2.0575599,52.1066735,IV1680-385-35,http://www.openstreetmap.org/node/897034270,Wick,Worcestershire,0.95,,100
Wickanford,-1.76,52.05,-1.9045562,52.0726834,IV1680-385-36,http://www.openstreetmap.org/node/26085774,Wickhamford,Worcestershire,0.96,,85.71
Wicken,0.31,52.33,0.2994755,52.3126328,IV1680-385-39,http://www.openstreetmap.org/node/24972761,Wicken,Cambridgeshire,0.73,,100
Wicken,-2.28,52.61,-2.3516775,52.5531779,IV1680-385-40,http://www.openstreetmap.org/node/354852714,Wyken,Shropshire,3.87,,72.73
Wickford,0.58,51.66,0.5244419,51.6113905,IV1680-385-42,http://www.openstreetmap.org/node/26500288,Wickford,Essex,0.89,,100
Wickham,-1.36,51.46,-1.4333217,51.4435061,IV1680-385-44,http://www.openstreetmap.org/node/27584585,Wickham,Berkshire,1.75,,100
Wickham,0.66,51.83,0.6418724,51.7733408,IV1680-385-45,http://www.openstreetmap.org/node/351191823,Wickham,Essex,0.33,,100
Wickham,1.13,51.28,1.2154292,51.272594,IV1680-385-46,http://www.openstreetmap.org/node/26237118,Wingham,Kent,5.23,,71.43
Wickham,-1.16,50.95,-1.1862992,50.89936,IV1680-385-50,http://www.openstreetmap.org/node/10537623,Wickham,Hampshire,0.55,,100
Wickhampton,1.53,52.76,1.5810745,52.5908141,IV1680-385-59,http://www.openstreetmap.org/node/288370965,Wickhampton,Norfolk,4.08,,100
Wickins,-0.86,52.08,-0.910956,52.0460672,IV1680-386-05,http://www.openstreetmap.org/node/61777679,Wicken,Northamptonshire,0.4,,76.92
Wicklewood,1.18,52.68,1.0589371,52.5804171,IV1680-386-06,http://www.openstreetmap.org/node/2284821145,Wicklewood,Norfolk,4.51,,100
Wickley,-0.61,52.48,-0.6963666,52.4182521,IV1680-386-07,http://www.openstreetmap.org/node/530693984,Weekley,Northamptonshire,3.98,,71.43
Wickner,1.18,52.91,1.222948,52.8542704,IV1680-386-09,http://www.openstreetmap.org/node/282017046,Wickmere,Norfolk,5.33,,80
WICKWARE,-2.43,51.63,-2.3990509,51.5942561,IV1680-386-12,http://www.openstreetmap.org/node/18309691,Wickwar,Gloucestershire,0.47,,93.33
Wicoler,-1.88,53.9,-2.1055433,53.8502178,IV1680-386-15,http://www.openstreetmap.org/node/29784304,Wycoller,Lancashire,0.9,,80
Widdington,0.25,51.98,0.2386661,51.9616901,IV1680-386-17,http://www.openstreetmap.org/node/260376340,Widdington,Essex,0.26,,100
Widford,0.08,51.86,0.0588805,51.8237259,IV1680-386-26,http://www.openstreetmap.org/node/15412776,Widford,Hertfordshire,2.68,,100
Widkirk,-1.16,53.85,-1.4500042,53.8005981,IV1680-386-28,http://www.openstreetmap.org/node/250675466,Whitkirk,"Yorkshire West Riding",0.25,,80
Widness,-2.56,53.48,-2.7283328,53.3646888,IV1680-386-32,http://www.openstreetmap.org/node/26701098,Widnes,Lancashire,0.63,,92.31
Widworthy,-3.23,50.85,-3.1161052,50.7861868,IV1680-386-34,http://www.openstreetmap.org/node/313213436,Widworthy,Devon,5.03,,100
WIGAN,-2.45,53.65,-2.6264624,53.5457188,IV1680-386-38,http://www.openstreetmap.org/node/27329909,Wigan,Lancashire,0.34,,100
Wiganby,-2.7,54.96,-3.0938622,54.8661894,IV1680-386-39,http://www.openstreetmap.org/node/29281806,Wiggonby,Cumberland,4.25,,80
Wigesthorp,-0.38,52.43,-0.4650175,52.4322615,IV1680-386-43,http://www.openstreetmap.org/node/6370681203,Wigsthorpe,Northamptonshire,1.9,,90
Wiggesley,-0.55,53.26,-0.71306,53.2218332,IV1680-386-45,http://www.openstreetmap.org/node/243767481,Wigsley,Nottinghamshire,4.14,,87.5
Wiggington,-0.56,51.8,-0.6383903,51.7828163,IV1680-386-47,http://www.openstreetmap.org/node/29363122,Wigginton,Hertfordshire,0.76,,94.74
Wiggington,-1.38,52.03,-1.4348193,51.997198,IV1680-386-48,http://www.openstreetmap.org/node/582882106,Wigginton,Oxfordshire,4.09,,94.74
Wiggington,-1.7,52.68,-1.6925991,52.6566949,IV1680-386-49,http://www.openstreetmap.org/node/271749963,Wigginton,Staffordshire,2.89,,94.74
Wigginton,-0.85,54.08,-1.0900603,54.0186196,IV1680-386-52,http://www.openstreetmap.org/node/21711749,Wigginton,"Yorkshire North Riding",2.78,,100
