"match (certainty/distance)",lng-IV,lng-CAMPOP,lat-IV,lat-CAMPOP
"LESTWITHIEL -> LOSTWITHIEL, CORNWALL (91 / 12.9mi)",50.55,-4.86,50.4073270444626,-4.67142257680895
"LLANIMDOVERY -> LLANDOVERY, CARMARTHENSHIRE (91 / 7.4mi)",52.1,-3.78,51.9940296567073,-3.79627438042297
"MAGHOR -> MAGOR, MONMOUTHSHIRE (91 / 3.7mi)",51.63,-2.81,51.5787647271747,-2.83088909747614
"ORREL -> ORRELL, LANCASHIRE (91 / 9.5mi)",53.63,-2.53,53.539869786716,-2.70460585745451
"OSSET -> OSSETT, YORKSHIRE WEST RIDING (91 / 12.1mi)",53.75,-1.31,53.6796117919262,-1.57976189906054
"OULNEY -> OLNEY, BUCKINGHAMSHIRE (91 / 3.4mi)",52.2,-0.68,52.152896292303,-0.7014225461551
"OXSTED -> OXTED, SURREY (91 / 1.7mi)",51.28,0.01,51.2590693208406,-0.008657428026198
"PONDERSEND -> PONDER'S END, MIDDLESEX (91 / 4.3mi)",51.66,0.05,51.6440354721966,-0.046280136055335
"RANOW -> RAINOW, CHESHIRE (91 / 5.9mi)",53.35,-1.93,53.2862840112516,-2.02566888125732
"RIPPON -> RIPON, YORKSHIRE WEST RIDING (91 / 52.4mi)",54.16,-0.23,54.1364185721066,-1.52369165966549
"SANDAY -> SANDY, BEDFORDSHIRE (91 / 2.3mi)",52.15,-0.33,52.1291315325254,-0.28735420651271
"SCHOLE -> SCOLE, NORFOLK (91 / 8.1mi)",52.48,1.21,52.3672300614421,1.15811981259328
"SEHAM -> SEAHAM, DURHAM (91 / 15.3mi)",54.86,-0.95,54.8382323501893,-1.33256963673373
"SHADY CAMPS -> SHUDY CAMPS, CAMBRIDGESHIRE (91 / 3.3mi)",52.11,0.31,52.0743617404718,0.36326647313599
"SNATH -> SNAITH, YORKSHIRE WEST RIDING (91 / 10.1mi)",53.76,-0.81,53.6918379997073,-1.02973631331111
"ST. JOHNS CHAPPEL -> ST JOHN'S CHAPEL, DURHAM (91 / 16.5mi)",54.83,-1.8,54.7364686739951,-2.18039539026188
"STONE ASTON -> STON EASTON, SOMERSET (91 / 3.3mi)",51.3,-2.61,51.2789647689306,-2.54072851198052
"THORN -> THORNE, YORKSHIRE WEST RIDING (91 / 9.5mi)",53.68,-0.76,53.6111859922532,-0.961269323430981
"WADON -> WADDON, SURREY (91 / 3.6mi)",51.41,-0.06,51.3713639426976,-0.117464014099804
"WALDERSWICK -> WALBERSWICK, SUFFOLK (91 / 10.3mi)",52.46,1.7,52.314144832735,1.65155975212453
"WESTON UPON TRENT -> ASTON UPON TRENT, DERBYSHIRE (91 / 4.7mi)",52.91,-1.31,52.8600577531075,-1.38521621883983
"WILLY -> WILLEY, SHROPSHIRE (91 / 2mi)",52.61,-2.45,52.5896194523025,-2.48545412960525
"ALVERSTOCK -> ALVERSTOKE, HAMPSHIRE (90 / 3.1mi)",50.83,-1.15,50.7856803897964,-1.14801741152905
"BACON END -> BACON'S END, WARWICKSHIRE (90 / 6.5mi)",52.58,-1.7,52.4893968239105,-1.7379955437354
"BADDESWORTH -> BADSWORTH, YORKSHIRE WEST RIDING (90 / 8.9mi)",53.68,-1.1,53.629252240959,-1.30087932321351
"BAWDSEWELL -> BAWDESWELL, NORFOLK (90 / 4.3mi)",52.81,1.03,52.7471374176541,1.03090654636828
"BEAUCHAMP WALTER -> BELCHAMP WALTER, ESSEX (90 / 6.3mi)",52.11,0.58,52.0346008613911,0.662771906597321
"BILLINGHAM -> BELLINGHAM, NORTHUMBERLAND (90 / 20.5mi)",55.21,-1.75,55.1433805648747,-2.25621524081117
"BIRKINSHAW -> BIRKENSHAW, YORKSHIRE WEST RIDING (90 / 12mi)",53.8,-1.41,53.7528312829756,-1.69331984808672
"BRIDG-STOCK -> BRIGSTOCK, NORTHAMPTONSHIRE (90 / 2mi)",52.48,-0.58,52.4574388338554,-0.608408994919283
"BURY ST. EDMONDS -> BURY ST EDMUNDS, SUFFOLK (90 / 2.4mi)",52.28,0.71,52.2454419921994,0.712538310581871
"CHURCH-HILL -> CHURCHILL, OXFORDSHIRE (90 / 3.5mi)",51.9,-1.51,51.9147587873449,-1.58958987570844
"DEEPING JAMES -> DEEPING ST JAMES, LINCOLNSHIRE (90 / 4.2mi)",52.7,-0.2,52.6707367745421,-0.288639829013345
"FARMINGHAM -> FARNINGHAM, KENT (90 / 3.3mi)",51.41,0.28,51.3801017752829,0.221774793491801
"FORLINGTON -> FARLINGTON, HAMPSHIRE (90 / 0.8mi)",50.86,-1.03,50.8478385411502,-1.0272506299155
"HEDDINGTON -> HEADINGTON, OXFORDSHIRE (90 / 5.4mi)",51.8,-1.1,51.7647965867406,-1.21220728695875
"HEVENINGHAM -> HEVINGHAM, NORFOLK (90 / 61.7mi)",51.85,1.25,52.7430326849267,1.25294307558217
"HORSMUNDEN -> HORSMONDEN, KENT (90 / 2.3mi)",51.15,0.43,51.1169654676834,0.433025935676323
"HUNTINGTON -> HUNTINGDON, HUNTINGDONSHIRE (90 / 1.8mi)",52.31,-0.16,52.3305457283808,-0.184569118711954
"IRON-ACTON -> IRON ACTON, GLOUCESTERSHIRE (90 / 5.7mi)",51.61,-2.55,51.5490519463778,-2.46192819298439
"KENELWORTH -> KENILWORTH, WARWICKSHIRE (90 / 7.9mi)",52.43,-1.45,52.3493068491355,-1.58210301378287
"KIRKBY MORESIDE -> KIRKBYMOORSIDE, YORKSHIRE NORTH RIDING (90 / 10.5mi)",54.31,-0.68,54.2696058585019,-0.931176014911881
"LITLINGTON -> LIDLINGTON, BEDFORDSHIRE (90 / 2.8mi)",52.06,-0.5,52.0390559840233,-0.555341083397167
"LLANDRILLE -> LLANDRILLO, MERIONETHSHIRE (90 / 9.1mi)",53.03,-3.31,52.9223836579714,-3.43769619112733
"MANINGTRE -> MANNINGTREE, ESSEX (90 / 6mi)",52.03,1.1,51.9454414019001,1.06441387435499
"NORTHERDEN -> NORTHENDEN, CHESHIRE (90 / 9mi)",53.5,-2.1,53.4071203852285,-2.25355915641208
"NORTHLEECH -> NORTHLEACH, GLOUCESTERSHIRE (90 / 3.3mi)",51.83,-1.76,51.8298019814994,-1.83696740255279
"PATTESHALL -> PATTISHALL, NORTHAMPTONSHIRE (90 / 5.3mi)",52.25,-0.96,52.1828451495335,-1.01981132936135
"PONT-Y-POOL -> PONTYPOOL, MONMOUTHSHIRE (90 / 3.6mi)",51.75,-3.01,51.7023846563265,-3.04144573417972
"ROBIN-HOODS BAY -> ROBIN HOOD'S BAY, YORKSHIRE NORTH RIDING (90 / 11mi)",54.43,-0.26,54.4305719993833,-0.53253050682488
"ROWHAMPTON -> ROEHAMPTON, SURREY (90 / 4.4mi)",51.48,-0.15,51.4502322060989,-0.239736950291222
"SALTFLEET -> SALTFLEETBY, LINCOLNSHIRE (90 / 8.9mi)",53.5,0.23,53.3809078179027,0.149963355749379
"SARMUNDHAM -> SAXMUNDHAM, SUFFOLK (90 / 9.3mi)",52.35,1.51,52.2153445394918,1.49215589652529
"SHARNBROCK -> SHARNBROOK, BEDFORDSHIRE (90 / 1.8mi)",52.25,-0.53,52.225574722632,-0.546782175101399
"ST. HELLENS -> ST HELENS, HAMPSHIRE (90 / 1.2mi)",50.68,-1.11,50.6978979997111,-1.11203187862105
"ST. WOLLOS -> ST WOOLLOS, MONMOUTHSHIRE (90 / 8.7mi)",51.66,-3.16,51.5829878624186,-2.99863267065362
"STRADBROOK -> STRADBROKE, SUFFOLK (90 / 9.8mi)",52.45,1.36,52.3185372154242,1.27336800959976
"STURBRIDG -> STOURBRIDGE, WORCESTERSHIRE (90 / 6mi)",52.48,-2.01,52.4571356576519,-2.14773454186798
"SWARKSTON -> SWARKESTONE, DERBYSHIRE (90 / 5.7mi)",52.91,-1.35,52.8535905801796,-1.44906784605248
"TUDDINGTON -> TEDDINGTON, MIDDLESEX (90 / 3.9mi)",51.46,-0.25,51.4285369343881,-0.325301112606724
"WHITCHUICH -> WHITCHURCH, SHROPSHIRE (90 / 4.4mi)",53.03,-2.65,52.9698073974979,-2.68424710303332
"WIGGENHOLT -> WIGGONHOLT, SUSSEX (90 / 8.6mi)",51.05,-0.4,50.9406384811607,-0.492427640365642
"WILLINGTON -> WILMINGTON, SUSSEX (90 / 0.7mi)",50.81,0.18,50.8174810781644,0.190644169665759
"WINCHELSEY -> WINCHELSEA, SUSSEX (90 / 2.1mi)",50.9,0.68,50.9247108246309,0.709062172311222
"ACCLE -> ACLE, NORFOLK (89 / 59.2mi)",51.78,1.58,52.6372298107851,1.54736559312035
"AMBRESBURY -> AMESBURY, WILTSHIRE (89 / 3.4mi)",51.21,-1.73,51.1713966975814,-1.77898054503943
"ARCHESTER -> IRCHESTER, NORTHAMPTONSHIRE (89 / 2.2mi)",52.3,-0.6,52.2844594749486,-0.644460254536751
"BATTERSEY -> BATTERSEA, SURREY (89 / 4.7mi)",51.51,-0.08,51.4765516158353,-0.175448146386692
"BEDWELTEY -> BEDWELLTY, MONMOUTHSHIRE (89 / 4.5mi)",51.76,-3.21,51.6953137564933,-3.20711168083222
"BEMISTER -> BEAMINSTER, DORSET (89 / 5.8mi)",50.88,-2.81,50.8089269609816,-2.7389084507365
"BLEACHLEY -> BLETCHLEY, BUCKINGHAMSHIRE (89 / 3.4mi)",52.01,-0.68,51.9912412791617,-0.754780214944559
"BLYSWORTH -> BLISWORTH, NORTHAMPTONSHIRE (89 / 4.2mi)",52.21,-0.86,52.1742053003117,-0.940800509535236
"BRADBORN -> BRADBOURNE, DERBYSHIRE (89 / 8.2mi)",53.16,-1.56,53.0716553346703,-1.69090122120825
"BRANGHING -> BRAUGHING, HERTFORDSHIRE (89 / 1.8mi)",51.93,0.05,51.9078899123179,0.028263428661385
"BRANTINGTHORP -> BRUNTINGTHORPE, LEICESTERSHIRE (89 / 7.7mi)",52.56,-0.96,52.5025654466149,-1.11643659930973
"BRODEWELL -> BROADWELL, GLOUCESTERSHIRE (89 / 2.8mi)",51.93,-1.65,51.9474568495314,-1.70970322022641
"BRUMFIELD -> BROMFIELD, CUMBERLAND (89 / 16.7mi)",54.91,-2.9,54.8113888634465,-3.2839732040011
"BURNISTON -> BURNESTON, YORKSHIRE NORTH RIDING (89 / 12.3mi)",54.3,-1.23,54.2592363312692,-1.52772319894803
"CARNARVAN -> CARNARVON, CARNARVONSHIRE (89 / 13.7mi)",53.33,-4.18,53.1404633805811,-4.27572135777611
"CHERLBURY -> CHARLBURY, OXFORDSHIRE (89 / 2.4mi)",51.88,-1.43,51.8722330718641,-1.48488715208808
"COLLERTON -> COLEORTON, LEICESTERSHIRE (89 / 5.1mi)",52.8,-1.31,52.7526985799384,-1.40450839982195
"CREW -> CREWE, CHESHIRE (89 / 5.2mi)",53.15,-2.35,53.0978148687357,-2.4416089589296
"DEALE -> DEAL, KENT (89 / 2.5mi)",51.21,1.35,51.2249193820026,1.40345289775449
"DEAN -> DEANE, LANCASHIRE (89 / 8.9mi)",53.66,-2.31,53.5688547228161,-2.46447022892565
"DIDDESBURY -> DIDSBURY, LANCASHIRE (89 / 8.8mi)",53.5,-2.08,53.4100316830303,-2.23185285153863
"DISSE -> DISS, NORFOLK (89 / 7.4mi)",52.48,1.16,52.3770950608859,1.10862624933592
"DYSEWORTH -> DISEWORTH, LEICESTERSHIRE (89 / 4.2mi)",52.83,-1.23,52.8164174762918,-1.32814830636572
"EASTON MAWDUIT -> EASTON MAUDIT, NORTHAMPTONSHIRE (89 / 2.7mi)",52.25,-0.66,52.2204360473701,-0.700574246701929
"ESHINGTON -> ASHINGTON, NORTHUMBERLAND (89 / 16.8mi)",55.25,-1.18,55.1831988267749,-1.58926545183582
"EWEL -> EWELL, SURREY (89 / 5.7mi)",51.41,-0.16,51.3495733607089,-0.249358772850868
"FAIRLEIGH -> FAIRLIGHT, SUSSEX (89 / 3.3mi)",50.85,0.58,50.8768900193166,0.642545210835098
"FEVERSHAM -> FAVERSHAM, KENT (89 / 1.4mi)",51.31,0.86,51.31587283588,0.891266678765214
"FOWNE-HOPE -> FOWNHOPE, HEREFORDSHIRE (89 / 3.1mi)",52.03,-2.55,52.0053228058558,-2.61179710316355
"GOLE -> GOOLE, YORKSHIRE WEST RIDING (89 / 12mi)",53.78,-0.61,53.702448515476,-0.871951190495147
"HARFORD BRIDG -> HARTFORDBRIDGE, HAMPSHIRE (89 / 6.2mi)",51.33,-0.75,51.3134958341053,-0.890427787793454
"HAYS -> HAYES, MIDDLESEX (89 / 4.5mi)",51.55,-0.33,51.5179526234653,-0.420178505245186
"HIGHAM FERRIS -> HIGHAM FERRERS, NORTHAMPTONSHIRE (89 / 3.5mi)",52.35,-0.55,52.3060897166886,-0.592796507397016
"HOCKERELL -> HOCKERILL, HERTFORDSHIRE (89 / 2.5mi)",51.9,0.2,51.8697958546087,0.166594527801705
"KILMARSH -> KILLAMARSH, DERBYSHIRE (89 / 8.6mi)",53.36,-1.11,53.3236350439029,-1.30906384930514
"LINDHURST -> LYNDHURST, HAMPSHIRE (89 / 2.9mi)",50.91,-1.55,50.8723515088984,-1.57854608315694
"LLANDIDNO -> LLANDUDNO, CARNARVONSHIRE (89 / 11.7mi)",53.46,-3.66,53.3250148626495,-3.83214915246569
"LLANGEFIN -> LLANGEFNI, ANGLESEY (89 / 10.1mi)",53.38,-4.18,53.2559167161464,-4.31112796211455
"LLANHADEN -> LLAWHADEN, PEMBROKESHIRE (89 / 10.7mi)",51.95,-4.66,51.8218449483467,-4.80096528692042
"MILL-HILL -> MILL HILL, MIDDLESEX (89 / 3.7mi)",51.65,-0.16,51.618486103057,-0.228596251061985
"MILTHORP -> MILNTHORPE, WESTMORLAND (89 / 13.9mi)",54.35,-2.5,54.2266750066441,-2.772165463401
"MONCASTER -> MUNCASTER, CUMBERLAND (89 / 13.3mi)",54.5,-3.16,54.3567792488076,-3.38037452047738
"MOULD -> MOLD, FLINTSHIRE (89 / 7.4mi)",53.25,-3.03,53.1667074774363,-3.14175932697255
"NORTH-HILL -> NORTHILL, BEDFORDSHIRE (89 / 2mi)",52.13,-0.35,52.1053773152432,-0.323746968824253
"PANGBORN -> PANGBOURNE, BERKSHIRE (89 / 6.4mi)",51.53,-0.96,51.4831886203645,-1.08806029287994
"PEASMERSH -> PEASMARSH, SUSSEX (89 / 0.7mi)",50.96,0.7,50.9651634315955,0.68621461670287
"PENNISTON -> PENISTONE, YORKSHIRE WEST RIDING (89 / 9mi)",53.6,-1.45,53.5259429467778,-1.62962669534203
"PENSHERST -> PENSHURST, KENT (89 / 2.9mi)",51.21,0.15,51.1735760197612,0.183468602788054
"PONTILAND -> PONTELAND, NORTHUMBERLAND (89 / 63.6mi)",55.93,-1.26,55.0508186989301,-1.74189331263267
"POOL -> POOLE, DORSET (89 / 4.6mi)",50.78,-2.01,50.7146940500352,-1.98706742666105
"RIDG -> RIDGE, HERTFORDSHIRE (89 / 3.1mi)",51.71,-0.18,51.6898074358106,-0.245591900136634
"S. DAVIDS -> ST DAVIDS, PEMBROKESHIRE (89 / 10.6mi)",52.01,-5.13,51.8809491316516,-5.26511975576444
"SANDHERST -> SANDHURST, KENT (89 / 1.9mi)",51.01,0.51,51.0172702508011,0.551457637655787
"SHEEPSHEAD -> SHEPSHED, LEICESTERSHIRE (89 / 5.2mi)",52.81,-1.18,52.7735399173226,-1.29006021601204
"SHERBORN -> SHERNBORNE, NORFOLK (89 / 8.1mi)",52.96,0.65,52.8620754793277,0.544274599168019
"SHUTT-END -> SHUTT END, STAFFORDSHIRE (89 / 4.7mi)",52.55,-2.06,52.5023406857169,-2.1408285151597
"SILKESTON -> SILKSTONE, YORKSHIRE WEST RIDING (89 / 9mi)",53.6,-1.36,53.5484420765262,-1.56248299065236
"SNARSTON -> SNARESTONE, LEICESTERSHIRE (89 / 5.5mi)",52.75,-1.43,52.6816946867141,-1.49656832421241
"SNETSHAM -> SNETTISHAM, NORFOLK (89 / 6.9mi)",52.96,0.6,52.8793917652302,0.502742167352637
"ST. PETERS -> ST PETER, KENT (89 / 2mi)",51.38,1.38,51.3651950453856,1.41886509776148
"STANELAND -> STAINLAND, YORKSHIRE WEST RIDING (89 / 8.7mi)",53.75,-1.71,53.673040473587,-1.87799086033879
"STONEHAM ASPOL -> STONHAM ASPAL, SUFFOLK (89 / 7.5mi)",52.3,1.15,52.1926404597561,1.11998252274196
"STOW -> STOWE, BUCKINGHAMSHIRE (89 / 24.2mi)",52,-0.45,52.030477205011,-1.01585565563652
"STOW -> STOWE, STAFFORDSHIRE (89 / 3.9mi)",52.9,-2,52.8437914136355,-1.99650899177598
"THEBARTON -> THEBERTON, SUFFOLK (89 / 135.4mi)",52.38,-1.63,52.2374743703933,1.56828196146284
"THEOBALDS -> THEOBOLDS, HERTFORDSHIRE (89 / 4mi)",51.71,0.03,51.6889422621974,-0.055935862158968
"TICKENHALL -> TICKNALL, DERBYSHIRE (89 / 4.2mi)",52.86,-1.41,52.812508022627,-1.47366126933337
"TISEHURST -> TICEHURST, SUSSEX (89 / 4.1mi)",51.08,0.33,51.0454359993902,0.407808721766893
"TODMERDEN -> TODMORDEN, LANCASHIRE (89 / 9.3mi)",53.78,-1.9,53.7137152233884,-2.09826629539084
"TONGE -> TONG, SHROPSHIRE (89 / 3.4mi)",52.7,-2.25,52.6637439456107,-2.30359491331377
"WERE -> WEARE, SOMERSET (89 / 2.9mi)",51.3,-2.91,51.27992892502,-2.85063385381231
"WESTBORN -> WESTBOURNE, SUSSEX (89 / 32mi)",50.96,-0.21,50.860384032282,-0.927802071345648
"WETHERLEY -> WITHERLEY, LEICESTERSHIRE (89 / 6.1mi)",52.65,-1.45,52.5729230667367,-1.52164181300316
"WILBERTON -> WILBURTON, CAMBRIDGESHIRE (89 / 0.9mi)",52.35,0.15,52.3531141472162,0.17132950582159
"WOOLASTON -> WOLLASTON, NORTHAMPTONSHIRE (89 / 1.7mi)",52.28,-0.65,52.2583973640676,-0.670001538904824
"WORE -> WOORE, SHROPSHIRE (89 / 5.3mi)",53.03,-2.31,52.9781360268709,-2.40270770241709
"YARUM -> YARM, YORKSHIRE NORTH RIDING (89 / 14.3mi)",54.53,-1,54.5094472757176,-1.35452855544941
"YOLGRAVE -> YOULGREAVE, DERBYSHIRE (89 / 7.6mi)",53.23,-1.53,53.174519900374,-1.68877402556233
"ABINGTON -> ABINGDON, BERKSHIRE (88 / 5.7mi)",51.68,-1.15,51.6701982396491,-1.28141111905948
"ALLERTON -> OLLERTON, NOTTINGHAMSHIRE (88 / 7.6mi)",53.25,-0.86,53.199308916865,-1.02323572558998
"AYLMOUTH -> ALNMOUTH, NORTHUMBERLAND (88 / 23mi)",55.43,-1.03,55.3884173514033,-1.61233684467358
"BINBROKE -> BINBROOK, LINCOLNSHIRE (88 / 7.3mi)",53.46,-0.01,53.4285402521745,-0.180373395779633
"BLEWBERY -> BLEWBURY, BERKSHIRE (88 / 5.4mi)",51.58,-1.11,51.5695664366796,-1.23448700235319
"BOTSHAM -> BOTTISHAM, CAMBRIDGESHIRE (88 / 4.1mi)",52.28,0.25,52.2209431601134,0.261217531126886
"BRIGGENS -> BRIGGINS, HERTFORDSHIRE (88 / 4mi)",51.83,0.1,51.7816036694138,0.048297101554434
"BRIGHTLINGTON -> DRIGHLINGTON, YORKSHIRE WEST RIDING (88 / 12.6mi)",53.83,-1.38,53.7565389034256,-1.66154867859743
"BROMHALL -> BRAMHALL, CHESHIRE (88 / 9.6mi)",53.46,-2.01,53.3573979933896,-2.16575827833868
"BURSTALL -> BIRSTALL, YORKSHIRE WEST RIDING (88 / 11.2mi)",53.8,-1.41,53.7319158432719,-1.65989671292268
"CAERLION -> CAERLEON, MONMOUTHSHIRE (88 / 5mi)",51.68,-2.98,51.6095702002216,-2.95364904161903
"CHALCOMB -> CHACOMBE, NORTHAMPTONSHIRE (88 / 4.3mi)",52.15,-1.25,52.0917122577057,-1.2851127576497
"CODDICOT -> CODICOTE, HERTFORDSHIRE (88 / 7.2mi)",51.75,-0.25,51.8538752583355,-0.232161944091504
"COSGRAVE -> COSGROVE, NORTHAMPTONSHIRE (88 / 3.2mi)",52.11,-0.8,52.0748502664828,-0.847389698617879
"COUNTISTHORP -> COUNTESTHORPE, LEICESTERSHIRE (88 / 6.6mi)",52.61,-1.01,52.5536994386164,-1.13800750837316
"CULGARTH -> CULGAITH, CUMBERLAND (88 / 17.8mi)",54.78,-2.21,54.6606171746653,-2.60559623582497
"DAUDERBY -> DALDERBY, LINCOLNSHIRE (88 / 5mi)",53.23,-0.05,53.1768134562633,-0.131507796821456
"EMMERTON -> EMBERTON, BUCKINGHAMSHIRE (88 / 3mi)",52.18,-0.7,52.136327417076,-0.708441044828104
"FOULMERE -> FOWLMERE, CAMBRIDGESHIRE (88 / 1.2mi)",52.1,0.05,52.0934653228111,0.07507872435
"GAYTON-THORP -> GAYTON THORPE, NORFOLK (88 / 2mi)",52.76,0.61,52.7362270679863,0.583233775118239
"GLIMPTON -> GLYMPTON, OXFORDSHIRE (88 / 3.7mi)",51.9,-1.3,51.8937021720645,-1.38530076896482
"HAMPTON-IN-ARDEN -> HAMPTON IN ARDEN, WARWICKSHIRE (88 / 5.5mi)",52.48,-1.61,52.4245748346133,-1.7032031522381
"HARTFORD -> HERTFORD, HERTFORDSHIRE (88 / 3.1mi)",51.83,-0.03,51.7962247073707,-0.077428605924102
"HAVERIL -> HAVERHILL, SUFFOLK (88 / 2.5mi)",52.11,0.4,52.0825624696736,0.438767368760318
"HAYLSHAM -> HAILSHAM, SUSSEX (88 / 0.5mi)",50.86,0.25,50.8621639762851,0.2606522205078
"HECK-MONDWICK -> HECKMONDWIKE, YORKSHIRE WEST RIDING (88 / 11.2mi)",53.81,-1.46,53.707411993833,-1.67207695829409
"HOLLAND -> UPHOLLAND, LANCASHIRE (88 / 9.4mi)",53.63,-2.55,53.5404909151975,-2.72107914292489
"HUSBORN TARRANT -> HURSTBOURNE TARRANT, HAMPSHIRE (88 / 3mi)",51.31,-1.41,51.2747591397608,-1.44912404002361
"LADBROOK -> LADBROKE, WARWICKSHIRE (88 / 8.1mi)",52.31,-1.26,52.2267367627474,-1.39609512475953
"LAMBORNE -> LAMBOURN, BERKSHIRE (88 / 4.6mi)",51.53,-1.43,51.5083921162308,-1.53076016654595
"LLANARCH -> LLANARTH, CARDIGANSHIRE (88 / 133.3mi)",52.3,-1.16,52.1943221325083,-4.30730573418865
"LLANYKIL -> LLANYCIL, MERIONETHSHIRE (88 / 9.4mi)",53,-3.46,52.9002834135766,-3.61487176954144
"MELBORN -> MELBOURNE, DERBYSHIRE (88 / 4.2mi)",52.86,-1.35,52.8226072697705,-1.42892003300474
"MELDRITH -> MELDRETH, CAMBRIDGESHIRE (88 / 1.7mi)",52.1,-0.03,52.102727440276,0.010195318247361
"MISTLEY -> MISTERLEY, ESSEX (88 / 4.8mi)",52.01,1.11,51.9443672205749,1.0743196929987
"MORTLACK -> MORTLAKE, SURREY (88 / 4.9mi)",51.5,-0.16,51.4698516932776,-0.263704255631645
"NARBARTH -> NARBERTH, PEMBROKESHIRE (88 / 11mi)",51.93,-4.6,51.7978214235339,-4.74268868215619
"NENFIELD -> NINFIELD, SUSSEX (88 / 35.9mi)",50.86,-0.4,50.8849193832915,0.42259946104499
"PARSHORE -> PERSHORE, WORCESTERSHIRE (88 / 6.5mi)",52.08,-1.93,52.1097226669577,-2.07542390359348
"PEMBROCK -> PEMBROKE, PEMBROKESHIRE (88 / 11.1mi)",51.8,-4.75,51.6747847284393,-4.91168681383621
"PENSANCE -> PENZANCE, CORNWALL (88 / 23.9mi)",50.41,-5.83,50.1187186916875,-5.53677655913904
"PICKHALL -> PICKHILL, YORKSHIRE NORTH RIDING (88 / 11.9mi)",54.28,-1.18,54.24831227504,-1.4686702633239
"PULHAM MARY -> PULHAM ST MARY, NORFOLK (88 / 8.9mi)",52.55,1.3,52.4284919311523,1.23011914205456
"PUNSONBY -> PONSONBY, CUMBERLAND (88 / 14.5mi)",54.6,-3.25,54.4368074066905,-3.47849966618589
"REDBURN -> REDBOURNE, LINCOLNSHIRE (88 / 8.4mi)",53.55,-0.36,53.487229242763,-0.534469468219754
"REDLINCH -> REDLYNCH, SOMERSET (88 / 3.7mi)",51.15,-2.45,51.0983512577921,-2.42992223401625
"REMSTON -> REMPSTONE, NOTTINGHAMSHIRE (88 / 5.8mi)",52.86,-1.03,52.8150282679388,-1.14783738701884
"SANDBAHC -> SANDBACH, CHESHIRE (88 / 7.3mi)",53.23,-2.26,53.1438419047978,-2.36230007315082
"SHERBORN -> SHERBURN, DURHAM (88 / 14.2mi)",54.8,-1.15,54.7743351658404,-1.50441622412105
"SHERBORN -> SHERBURN, YORKSHIRE WEST RIDING (88 / 11.7mi)",53.85,-0.98,53.7980393359754,-1.25206646322744
"SHRAWTON -> SHREWTON, WILTSHIRE (88 / 2.8mi)",51.23,-1.86,51.1982211097723,-1.9013611558325
"SIDENHAM -> SYDENHAM, KENT (88 / 4.4mi)",51.46,0.03,51.4279386098424,-0.058043993692706
"ST. NEOT -> ST NEOTS, HUNTINGDONSHIRE (88 / 2mi)",52.25,-0.3,52.2275881684946,-0.270410524828438
"STOWRTON -> STOURTON, WARWICKSHIRE (88 / 6.1mi)",52.05,-1.43,52.030359941818,-1.57050284372619
"SWARLAND -> SWANLAND, YORKSHIRE EAST RIDING (88 / 11.8mi)",53.83,-0.25,53.7383761214973,-0.494803236834686
"SWESLING -> SWEFLING, SUFFOLK (88 / 10.9mi)",52.38,1.45,52.2228101811794,1.43536782206714
"TEFUNT MAGNA -> TEFFONT MAGNA, WILTSHIRE (88 / 6.2mi)",51.18,-2.03,51.0906162525765,-2.01684832835659
"TICKHALL -> TICKHILL, YORKSHIRE WEST RIDING (88 / 6.4mi)",53.46,-0.96,53.4329054735263,-1.10938354963756
"TOWTING-GRAVENEY -> TOOTING GRAVENEY, SURREY (88 / 3.3mi)",51.46,-0.11,51.424758285345,-0.161947063768965
"TWICROSS -> TWYCROSS, LEICESTERSHIRE (88 / 5.1mi)",52.7,-1.43,52.640863310616,-1.50087859460309
"WALLAZEY -> WALLASEY, CHESHIRE (88 / 10.4mi)",53.55,-2.93,53.4217036616811,-3.06017201199295
"WESTON FAVIL -> WESTON FAVELL, NORTHAMPTONSHIRE (88 / 3.5mi)",52.28,-0.78,52.2495823402017,-0.846517137814404
"WESTRAM -> WESTERHAM, KENT (88 / 1.3mi)",51.28,0.05,51.2674067331839,0.071250375540545
"WHAPLADE -> WHAPLODE, LINCOLNSHIRE (88 / 6.6mi)",52.86,0.08,52.7974293707284,-0.038524751120447
"WHATELEY -> WHEATLEY, OXFORDSHIRE (88 / 5.4mi)",51.75,-1.01,51.747641024115,-1.13668968664796
"WIND GATE -> WINGATE, DURHAM (88 / 13.4mi)",54.76,-1.05,54.7277353384972,-1.38025405251463
"WITHIHAM -> WITHYHAM, SUSSEX (88 / 3.6mi)",51.15,0.11,51.0999252211429,0.132344710074227
"WROX-HALL -> WROXALL, WARWICKSHIRE (88 / 7.7mi)",52.38,-1.51,52.3341979400029,-1.6757388267813
"BLECHINGTON -> BLETCHINGDON, OXFORDSHIRE (87 / 4.5mi)",51.86,-1.16,51.8588245429894,-1.2658776916273
"CHARLEY WOOD -> CHORLEYWOOD, HERTFORDSHIRE (87 / 5.3mi)",51.66,-0.38,51.658390859075,-0.503706148754838
"GARTH PEIBIO -> GARTHBEIBIO, MONTGOMERYSHIRE (87 / 5mi)",52.76,-3.45,52.6951524801299,-3.50247636100708
"LLANTRISSENT -> LLANTRISANT, GLAMORGANSHIRE (87 / 6.5mi)",51.63,-3.43,51.5420187923123,-3.37510399066297
